01001;240100644
01002;240100883
01004;240100883
01005;240100735
01006;240100354
01007;240100883
01008;240100883
01009;240100354
01011;240100909
01012;240100578
01013;240100396
01014;240100172
01015;240100354
01016;240100685
01017;240100396
01019;240100743
01021;240100735
01022;240100370
01023;240100818
01024;240100156
01025;240100818
01026;240100818
01027;240100610
01028;240100644
01029;240100651
01030;240100735
01031;240100172
01032;240100610
01033;240100891
01034;240100354
01036;240100370
01037;240100412
01038;240100651
01039;240100438
01040;240100156
01041;240100883
01042;240100826
01043;240100800
01044;240100891
01045;240100875
01046;240100669
01047;240100883
01049;240100610
01050;240100685
01051;240100701
01052;240100875
01053;240100628
01054;240100883
01056;240100784
01057;240100685
01058;240100347
01059;240100370
01060;240100867
01061;240100354
01062;240100610
01063;240100909
01064;240100412
01065;240100628
01066;240100743
01067;240100701
01068;240100784
01069;240100842
01071;240100750
01072;240100693
01073;240100438
01074;240100677
01076;240100396
01077;240100784
01078;240100750
01079;240100370
01080;240100578
01081;240100891
01082;240100891
01083;240100941
01084;240100669
01085;240100875
01087;240100909
01088;240100883
01089;240100883
01090;240100677
01091;240100891
01092;240100677
01093;240100644
01094;240100685
01095;240100636
01096;240100669
01097;240100370
01098;240100354
01099;240100883
01100;240100743
01101;240100867
01102;240100685
01103;240100750
01104;240100750
01105;240100602
01106;240100693
01107;240100396
01108;240100651
01109;240100750
01110;240100347
01111;240100396
01112;240100867
01113;240100644
01114;240100891
01115;240100156
01116;240100354
01117;240100354
01118;247400823
01119;240100578
01121;240100578
01122;240100578
01123;240100826
01124;240100339
01125;240100636
01127;240100636
01128;240100339
01129;240100677
01130;240100156
01133;240100354
01134;240100826
01135;240100750
01136;240100826
01138;240100438
01139;240100339
01140;240100156
01141;240100743
01142;240100610
01143;240100750
01144;240100818
01145;240100628
01146;240100644
01147;240100651
01148;240100172
01149;240100883
01150;240100636
01151;240100842
01153;240100750
01154;240100156
01155;240100396
01156;240100883
01157;240100735
01158;240100750
01159;240100818
01160;240100750
01162;240100354
01163;240100156
01165;240100727
01166;240100735
01167;240100594
01169;240100727
01170;240100909
01171;240100172
01172;240100636
01173;240100750
01174;240100891
01175;240100685
01176;240100370
01177;240100636
01179;240100826
01180;240100750
01181;240100172
01182;240100347
01183;240100727
01184;240100693
01185;240100578
01186;240100396
01187;240100370
01188;240100594
01189;240100891
01190;240100412
01191;240100867
01192;240100701
01193;240100347
01194;240100735
01195;240100628
01196;240100156
01197;240100842
01198;240100883
01199;240100784
01200;240100784
01202;240100883
01203;240100826
01204;240100909
01205;240100891
01206;240100867
01207;240100875
01208;240100438
01209;240100750
01210;240100750
01211;240100628
01212;240100339
01213;240100883
01214;240100701
01215;240100891
01216;240100412
01218;240100370
01219;240100412
01224;240100883
01225;240100727
01227;240100354
01228;240100909
01229;240100156
01230;240100339
01231;240100818
01232;240100651
01233;240100412
01234;240100354
01235;240100875
01236;240100156
01237;240100172
01238;240100602
01239;240100354
01240;240100701
01241;240100636
01242;240100784
01244;240100883
01245;240100693
01246;240100669
01247;240100750
01248;240100875
01249;240100800
01250;240100602
01252;240100594
01254;240100693
01255;240100412
01257;240100891
01258;240100727
01259;240100628
01260;240100883
01261;240100875
01262;240100610
01263;240100727
01264;240100628
01265;240100172
01266;240100156
01267;240100701
01268;240100354
01269;240100909
01271;240100354
01272;240100644
01273;240100784
01274;240100909
01275;240100800
01276;240100610
01277;240100396
01279;240100396
01280;240100412
01281;240100750
